Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
6,1242,10,10,3104,3036,1552,0,310.3999999999999,654.3806571441766,1518,0,303.6,640.04499841808,4943639.291465378,16103.05958132045,65.36842105263158,188.39444746663133,836,1,1161,129.0,309.53876978498187,950,1,1204,133.77777777777777,266.23381536620104,836,1,2,2,0,0,0,2,224,224,8051.529790660225,8051.529790660225,0,1552,307.00000000000006,629.9989974929367,396898.7368421053,2,4,2,4,18,0,0,0,1.0,307.0,310.4,303.6,0,0,0,0,0,0,0,155,0,151,8192,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0
6,755,8,8,2794,2820,1397,0,349.25,646.6853396911272,1410,0,352.5,652.7031703396488,7435761.589403973,21192.05298013245,50.33333333333334,78.7225386737375,284,1,573,81.85714285714286,132.00306634245104,377,1,715,102.14285714285714,123.08591656701776,342,1,2,2,0,0,0,2,184,184,10596.026490066224,10596.026490066224,0,1410,350.875,627.6732562939628,393973.71666666673,2,4,2,4,14,0,0,0,1.0,350.875,349.25,352.5,0,0,0,0,0,0,0,174,0,176,8192,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0
17,241,2,2,142,242,71,71,71.0,0.0,121,121,121.0,0.0,1593360.9958506224,16597.510373443984,80.33333333333334,133.08017633491974,234,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,8298.755186721992,8298.755186721992,71,121,96.0,28.867513459481287,833.3333333333334,0,0,0,0,0,0,0,0,1.0,96.0,71.0,121.0,0,0,0,0,0,0,0,35,0,60,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0
17,144,2,2,328,326,164,164,164.0,0.0,163,163,163.0,0.0,4541666.666666667,27777.777777777777,48.0,77.07788269017254,137,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,13888.888888888889,13888.888888888889,163,164,163.5,0.577350269189623,0.3333333333333301,0,0,0,0,0,0,0,0,1.0,163.5,164.0,163.0,0,0,0,0,0,0,0,82,0,81,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0
6,18379,14,13,4130,5688,1672,0,295.0,596.2392395416715,2634,0,437.5384615384615,818.907464795282,534196.637466674,1469.0679579955383,706.8846153846155,3160.7705684142666,16177,1,18379,1413.7692307692307,4452.163540606712,16177,1,18292,1524.333333333333,4674.379634742665,16337,1,6,4,0,0,0,4,304,284,761.7389411828718,707.3290168126666,0,2634,363.6296296296296,701.8048790932479,492530.08831908833,2,4,4,10,23,0,0,0,0.9285714285714286,363.6296296296296,295.0,437.5384615384616,0,0,0,0,0,0,0,152,0,210,8192,0,6,20,0.0,0.0,0,0,0.0,0.0,0,0
6,1228,10,10,3130,3048,1565,0,313.0,659.8619384218018,1524,0,304.8,642.5748205462147,5030944.625407167,16286.644951140066,64.63157894736841,164.45573890405748,704,1,1120,124.4444444444444,250.36628722289623,759,1,1176,130.66666666666666,239.70137671694755,704,1,2,2,0,0,0,2,224,224,8143.322475570033,8143.322475570033,0,1565,308.9000000000001,633.9192128505434,401853.5684210527,2,4,2,4,18,0,0,0,1.0,308.9,313.0,304.8,0,0,0,0,0,0,0,156,0,152,8192,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0
17,30622,1,1,53,110,53,53,53.0,0.0,110,110,110.0,0.0,5322.970413428254,65.31252041016263,30622.0,0.0,30622,30622,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,8,8,32.65626020508132,32.65626020508132,53,110,81.5,40.30508652763321,1624.5,0,0,0,0,0,0,0,0,1.0,81.5,53.0,110.0,0,0,0,0,0,0,0,26,0,55,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0
17,421013,18,0,756,0,42,42,42.0,0.0,0,0,0.0,0.0,1795.6690173462575,42.75402422252994,24765.47058823529,102103.693371076,420986,1,421013,24765.47058823529,102103.693371076,420986,1,0,0.0,0.0,0,0,0,0,0,0,0,0,144,0,42.75402422252994,0.0,42,42,42.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,42.0,42.0,0.0,756,18,1795,0,0,0,1,42,0,0,0,0,17,8,0.0,0.0,0,0,0.0,0.0,0,0
17,420880,18,0,1620,0,90,90,90.0,0.0,0,0,0.0,0.0,3849.078122030032,42.767534689222586,24757.647058823524,102072.46690583434,420857,1,420880,24757.647058823524,102072.46690583434,420857,1,0,0.0,0.0,0,0,0,0,0,0,0,0,144,0,42.767534689222586,0.0,90,90,90.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,90.0,90.0,0.0,1620,18,3849,0,0,0,1,90,0,0,0,0,17,8,0.0,0.0,0,0,0.0,0.0,0,0
17,420854,18,0,1620,0,90,90,90.0,0.0,0,0,0.0,0.0,3849.315914782799,42.77017683091999,24756.11764705883,102066.93405792736,420834,1,420854,24756.11764705883,102066.93405792736,420834,1,0,0.0,0.0,0,0,0,0,0,0,0,0,144,0,42.77017683091999,0.0,90,90,90.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,90.0,90.0,0.0,1620,18,3849,0,0,0,1,90,0,0,0,0,17,8,0.0,0.0,0,0,0.0,0.0,0,0
17,2998772,3,0,150,0,50,50,50.0,0.0,0,0,0.0,0.0,50.02047504778622,1.0004095009557246,1499386.0,927.7240969167505,1500042,1498730,2998772,1499386.0,927.7240969167505,1500042,1498730,0,0.0,0.0,0,0,0,0,0,0,0,0,24,0,1.0004095009557246,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,50.0,50.0,0.0,0,0,0,0,0,0,1,50,0,0,0,0,2,8,0.0,0.0,0,0,0.0,0.0,0,0
17,420701,18,0,1620,0,90,90,90.0,0.0,0,0,0.0,0.0,3850.715829056741,42.78573143396379,24747.11764705882,102014.8805186542,420623,1,420701,24747.11764705882,102014.8805186542,420623,1,0,0.0,0.0,0,0,0,0,0,0,0,0,144,0,42.78573143396379,0.0,90,90,90.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,90.0,90.0,0.0,1620,18,3850,0,0,0,1,90,0,0,0,0,17,8,0.0,0.0,0,0,0.0,0.0,0,0
17,420566,18,0,1620,0,90,90,90.0,0.0,0,0,0.0,0.0,3851.951893400798,42.79946548223109,24739.176470588234,101972.34632746964,420450,1,420566,24739.176470588234,101972.34632746964,420450,1,0,0.0,0.0,0,0,0,0,0,0,0,0,144,0,42.79946548223109,0.0,90,90,90.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,90.0,90.0,0.0,1620,18,3851,0,0,0,1,90,0,0,0,0,17,8,0.0,0.0,0,0,0.0,0.0,0,0
17,420460,18,0,774,0,43,43,43.0,0.0,0,0,0.0,0.0,1840.840983684536,42.810255434524095,24732.941176470587,101959.26402703102,420393,1,420460,24732.941176470587,101959.26402703102,420393,1,0,0.0,0.0,0,0,0,0,0,0,0,0,144,0,42.810255434524095,0.0,43,43,43.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,43.0,43.0,0.0,774,18,1840,0,0,0,1,43,0,0,0,0,17,8,0.0,0.0,0,0,0.0,0.0,0,0
1,2998880,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1.0003734727631648,1499440.0,803.273303427918,1500008,1498872,2998880,1499440.0,803.273303427918,1500008,1498872,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.0003734727631648,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
17,310,2,2,80,212,40,40,40.0,0.0,106,106,106.0,0.0,941935.4838709678,12903.225806451614,103.33333333333334,173.78243102607735,304,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,6451.612903225807,6451.612903225807,40,106,73.0,38.1051177665153,1452.0,0,0,0,0,0,0,0,0,1.0,73.0,40.0,106.0,0,0,0,0,0,0,0,20,0,53,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0
17,766,2,2,206,206,103,103,103.0,0.0,103,103,103.0,0.0,537859.0078328982,5221.9321148825065,255.3333333333333,435.3221029689778,758,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,2610.9660574412533,2610.9660574412533,103,103,103.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,103.0,103.0,103.0,0,0,0,0,0,0,0,51,0,51,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0
17,202,2,2,86,240,43,43,43.0,0.0,120,120,120.0,0.0,1613861.3861386138,19801.980198019803,67.33333333333333,109.6965511460289,194,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,0,0,16,16,9900.9900990099,9900.9900990099,43,120,81.5,44.45597072760118,1976.3333333333333,0,0,0,0,0,0,0,0,1.0,81.5,43.0,120.0,0,0,0,0,0,0,0,21,0,60,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0
17,617,2,2,252,252,126,126,126.0,0.0,126,126,126.0,0.0,816855.7536466775,6482.982171799027,205.66666666666669,351.02896366729243,611,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,0,0,16,16,3241.4910858995136,3241.4910858995136,126,126,126.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,126.0,126.0,126.0,0,0,0,0,0,0,0,63,0,63,0,0,1,8,0.0,0.0,0,0,0.0,0.0,0,0
6,903,8,8,440,356,220,0,55.0,101.84021097498064,178,0,44.5,82.39798887975708,881506.0908084164,17718.715393133996,60.2,146.4914429485315,579,1,825,117.85714285714286,251.2677380613679,683,1,842,120.28571428571428,240.1448967364733,654,1,2,2,0,0,0,2,184,184,8859.357696566998,8859.357696566998,0,220,49.75000000000001,89.65377850375297,8037.8,2,4,2,4,14,0,0,0,1.0,49.75,55.0,44.5,0,0,0,0,0,0,0,27,0,22,8192,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0
6,966,10,8,600,2942,300,0,60.00000000000001,126.49110640673516,1471,0,367.75,680.9406833827115,3666666.666666667,18633.54037267081,56.82352941176472,175.93757248457393,734,1,877,97.44444444444446,265.65725621141576,804,1,916,130.85714285714286,274.61939029101626,748,1,2,2,0,0,0,2,224,184,10351.966873706004,8281.573498964804,0,1471,196.77777777777777,473.4538371876527,224158.5359477124,2,4,2,4,16,0,0,0,0.8,196.77777777777777,60.0,367.75,0,0,0,0,0,0,0,33,0,163,8192,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0
6,1246,8,8,2730,2780,1365,0,341.25,631.8722180947664,1390,0,347.5,643.4449693419233,4422150.88282504,12841.091492776886,83.06666666666666,204.8966522304308,804,1,1057,151.0,313.8555931209978,861,1,1154,164.85714285714286,313.2067626831774,857,1,2,2,0,0,0,2,184,184,6420.545746388443,6420.545746388443,0,1390,344.375,616.0705452029554,379542.91666666674,2,4,2,4,14,0,0,0,1.0,344.375,341.25,347.5,0,0,0,0,0,0,0,170,0,173,8192,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0
17,3985073,6,6,216,582,36,36,36.0,0.0,97,97,97.0,0.0,200.2472727601226,3.011237184362746,362279.3636363636,503819.70958732313,1057248,1,2021560,404312.0,553607.4415472574,1013954,3,906265,181253.0,405200.678848148,906098,1,0,0,0,0,0,0,48,48,1.505618592181373,1.505618592181373,36,97,66.5,31.856211039892703,1014.818181818182,0,0,0,0,0,0,0,0,1.0,66.5,36.0,97.0,0,0,0,582,6,642,0,18,0,48,0,0,5,8,0.0,0.0,0,0,0.0,0.0,0,0
17,4657239,6,6,204,570,34,34,34.0,0.0,95,95,95.0,0.0,166.19288810387442,2.5766339240910763,423385.3636363637,635096.8338348528,1812305,1,2021470,404294.0,553562.2794252693,1013895,4,1812456,362491.2,810470.5552456548,1812305,1,0,0,0,0,0,0,48,48,1.288316962045538,1.288316962045538,34,95,64.5,31.856211039892703,1014.818181818182,0,0,0,0,0,0,0,0,1.0,64.5,34.0,95.0,0,0,0,380,4,2585034,0,17,0,47,0,0,5,8,0.0,0.0,0,0,0.0,0.0,0,0
17,65543817,150,0,28374,0,211,181,189.16,9.290306704179253,0,0,0.0,0.0,432.9012452845094,2.2885453863634457,439891.389261745,4545164.375809493,55435024,1,65543817,439891.389261745,4545164.375809493,55435024,1,0,0.0,0.0,0,0,0,0,0,0,0,0,1200,0,2.2885453863634457,0.0,181,211,189.16,9.290306704179253,86.30979865771798,0,0,0,0,0,0,0,0,0.0,189.16,189.16,0.0,2837,15,4232398,0,0,0,1,189,0,0,0,0,149,8,10107972.0,0.0,10107972,10107972,55435024.0,0.0,55435024,55435024
17,65511209,6,6,288,288,48,48,48.0,0.0,48,48,48.0,0.0,8.792388490342166,0.1831747602154617,5955564.454545455,19258081.20744364,64004884,3,65511097,13102219.4,28462969.581439868,64004961,3,65511105,13102221.0,28462988.0129259,64004995,3,0,0,0,0,0,0,48,48,0.0915873801077308,0.0915873801077308,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,48.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,5,8,1506210.0,0.0,1506210,1506210,64004884.0,0.0,64004884,64004884
1,48,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41666.66666666666,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,41666.66666666666,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
17,96926,18,0,432,0,24,24,24.0,0.0,0,0,0.0,0.0,4457.0084394280175,185.7086849761673,5701.529411764706,23502.08105178573,96903,1,96926,5701.529411764706,23502.08105178573,96903,1,0,0.0,0.0,0,0,0,0,0,0,0,0,144,0,185.7086849761673,0.0,24,24,24.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,24.0,24.0,0.0,432,18,4457,0,0,0,1,24,0,0,0,0,17,8,0.0,0.0,0,0,0.0,0.0,0,0
17,421138,19,0,855,0,45,45,45.0,0.0,0,0,0.0,0.0,2030.213374238373,45.11585276085274,23396.55555555555,99246.20858973864,421070,1,421138,23396.55555555555,99246.20858973864,421070,1,0,0.0,0.0,0,0,0,0,0,0,0,0,152,0,45.11585276085274,0.0,45,45,45.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,45.0,45.0,0.0,855,19,2030,0,0,0,1,45,0,0,0,0,18,8,0.0,0.0,0,0,0.0,0.0,0,0
6,14643236,25,18,7458,2396,3072,0,298.3199999999999,709.9794433643837,260,0,133.11111111111111,105.719322564036,672.9386865034477,2.9365093890448803,348648.4761904761,2226117.235349403,14430553,0,14643236,610134.8333333333,2944047.3614399657,14430553,0,14642996,861352.7058823529,3550773.809584605,14640379,0,14,14,0,0,2,0,524,384,1.7072729006074887,1.229236488437392,0,3072,229.16279069767432,547.1427049087686,299365.13953488384,0,4,2,28,41,0,0,0,0.72,229.1627906976744,298.32,133.11111111111111,288,4,57599999,288,4,57599999,0,173,0,55,8192,2051,15,20,212463.0,0.0,212463,212463,14430553.0,0.0,14430553,14430553
